"chr" "dist_center" "syntheny" "breakpoints" "genes" "re" "dante" "recomb" "ltr" "ty1_copia" "ty3_gypsy" "dna_trans" "line" "unknown" "sine" "trc" "trc1" "gc"
"scaffold_7.85" "scaffold_7" "1.7124" "conserved" "conserved" "7" "190" "22" "1.08161930339025e-05" "5" "1" "1" "1" "0" "91" "0" "0" "0" "0.326677"
"scaffold_7.86" "scaffold_7" "1.8123975" "conserved" "conserved" "21" "188" "2" "3.79196130866034e-06" "0" "0" "0" "0" "0" "102" "0" "0" "0" "0.32711"
"scaffold_7.87" "scaffold_7" "1.912395" "conserved" "conserved" "15" "180" "3" "3.79196130866034e-06" "0" "0" "0" "0" "0" "85" "0" "0" "0" "0.327167"
"scaffold_7.88" "scaffold_7" "2.0123925" "conserved" "conserved" "10" "172" "2" "3.79196130866034e-06" "0" "0" "0" "0" "0" "95" "0" "0" "0" "0.31688"
"scaffold_7.89" "scaffold_7" "2.1123895" "conserved" "conserved" "9" "180" "13" "3.79196130866034e-06" "6" "2" "0" "0" "0" "119" "0" "0" "0" "0.34693"
"scaffold_7.90" "scaffold_7" "2.212387" "conserved" "conserved" "10" "254" "3" "3.79196130866034e-06" "0" "0" "0" "0" "0" "159" "1" "0" "0" "0.318156"
"scaffold_7.91" "scaffold_7" "2.3123845" "conserved" "conserved" "8" "197" "7" "1.40844919577532e-06" "0" "0" "0" "0" "0" "109" "0" "1" "1" "0.31963"
"scaffold_7.92" "scaffold_7" "2.412382" "conserved" "conserved" "12" "178" "10" "8.28943666517534e-07" "5" "1" "0" "0" "2" "106" "0" "0" "0" "0.334137"
"scaffold_7.93" "scaffold_7" "2.5123795" "conserved" "conserved" "13" "172" "11" "8.28943666517535e-07" "1" "1" "0" "0" "1" "97" "0" "0" "0" "0.33574"
"scaffold_7.94" "scaffold_7" "2.612377" "conserved" "conserved" "4" "182" "12" "8.28943666517534e-07" "1" "1" "0" "0" "0" "92" "0" "0" "0" "0.334737"
"scaffold_7.95" "scaffold_7" "2.7123745" "conserved" "conserved" "7" "215" "6" "8.28943666517535e-07" "0" "0" "0" "0" "2" "133" "0" "0" "0" "0.31794"
"scaffold_7.96" "scaffold_7" "2.8123715" "conserved" "conserved" "12" "226" "9" "8.28943666517535e-07" "1" "1" "0" "0" "1" "138" "0" "0" "0" "0.33654"
"scaffold_7.97" "scaffold_7" "2.912369" "conserved" "conserved" "5" "197" "8" "3.5251496392927e-06" "0" "0" "0" "3" "0" "106" "0" "0" "0" "0.319776"
"scaffold_7.98" "scaffold_7" "3.0123665" "conserved" "conserved" "13" "157" "10" "8.01776426414894e-06" "4" "1" "1" "0" "0" "88" "0" "0" "0" "0.353331"
"scaffold_7.99" "scaffold_7" "3.112364" "conserved" "conserved" "13" "222" "0" "8.01776426414894e-06" "0" "0" "0" "0" "0" "145" "0" "0" "0" "0.322786"
"scaffold_7.100" "scaffold_7" "3.2123615" "conserved" "conserved" "15" "196" "7" "8.01776426414894e-06" "0" "0" "0" "0" "0" "135" "0" "0" "0" "0.32947"
"scaffold_7.101" "scaffold_7" "3.312359" "conserved" "conserved" "12" "191" "5" "8.01776426414894e-06" "0" "0" "0" "2" "0" "99" "0" "0" "0" "0.338117"
"scaffold_7.102" "scaffold_7" "3.4123565" "conserved" "conserved" "10" "97" "12" "8.01776426414894e-06" "7" "1" "1" "1" "0" "41" "0" "0" "0" "0.379131"
"scaffold_7.103" "scaffold_7" "3.5123535" "conserved" "conserved" "8" "164" "5" "6.41993438156368e-06" "1" "1" "0" "1" "0" "99" "0" "2" "2" "0.34057"
"scaffold_7.104" "scaffold_7" "3.612351" "conserved" "conserved" "8" "145" "13" "2.53572961022295e-06" "4" "2" "0" "0" "0" "75" "0" "1" "1" "0.338617"
"scaffold_7.105" "scaffold_7" "3.7123485" "conserved" "conserved" "8" "149" "25" "8.77124037434207e-06" "10" "2" "1" "0" "0" "72" "0" "0" "0" "0.34545"
"scaffold_7.106" "scaffold_7" "3.812346" "conserved" "conserved" "9" "171" "12" "2.73021290939947e-05" "11" "1" "1" "0" "1" "78" "0" "0" "0" "0.348267"
"scaffold_7.107" "scaffold_7" "3.9123435" "conserved" "conserved" "7" "199" "3" "1.12054607700702e-05" "0" "0" "0" "0" "0" "109" "0" "0" "0" "0.32118"
"scaffold_7.108" "scaffold_7" "4.012341" "conserved" "conserved" "5" "170" "7" "1.12054607700702e-05" "0" "0" "0" "0" "2" "105" "0" "0" "0" "0.324957"
"scaffold_7.109" "scaffold_7" "4.1123385" "conserved" "conserved" "9" "158" "6" "1.12054607700702e-05" "0" "0" "0" "0" "0" "86" "0" "0" "0" "0.33854"
"scaffold_7.110" "scaffold_7" "4.2123355" "conserved" "conserved" "9" "200" "16" "1.12054607700702e-05" "4" "2" "0" "0" "0" "83" "0" "0" "0" "0.33079"
"scaffold_7.111" "scaffold_7" "4.312333" "conserved" "conserved" "4" "254" "7" "1.12054607700702e-05" "0" "0" "0" "0" "0" "155" "0" "0" "0" "0.316266"
"scaffold_7.112" "scaffold_7" "4.4123305" "conserved" "conserved" "9" "203" "8" "1.12054607700702e-05" "0" "0" "0" "2" "2" "98" "0" "0" "0" "0.32608"
"scaffold_7.113" "scaffold_7" "4.512328" "conserved" "conserved" "9" "166" "2" "1.12054607700702e-05" "0" "0" "0" "1" "0" "89" "0" "0" "0" "0.330847"
"scaffold_7.114" "scaffold_7" "4.6123255" "conserved" "conserved" "7" "196" "7" "1.12054607700702e-05" "6" "1" "0" "0" "0" "121" "0" "0" "0" "0.32342"
"scaffold_7.115" "scaffold_7" "4.7123225" "conserved" "conserved" "10" "177" "13" "1.12054607700702e-05" "7" "2" "0" "1" "1" "87" "0" "0" "0" "0.337"
"scaffold_7.116" "scaffold_7" "4.81232" "conserved" "conserved" "2" "178" "15" "1.12054607700702e-05" "1" "1" "0" "1" "0" "111" "0" "0" "0" "0.339197"
"scaffold_7.117" "scaffold_7" "4.9123175" "conserved" "conserved" "7" "149" "25" "1.12054607700702e-05" "11" "3" "1" "0" "0" "69" "0" "0" "0" "0.3449"
"scaffold_7.118" "scaffold_7" "5.012315" "conserved" "conserved" "7" "193" "9" "1.12054607700702e-05" "1" "1" "0" "2" "0" "107" "0" "0" "0" "0.328937"
"scaffold_7.119" "scaffold_7" "5.1123125" "conserved" "conserved" "8" "243" "8" "1.59222078799199e-05" "3" "1" "0" "0" "0" "145" "0" "0" "0" "0.3281"
"scaffold_7.120" "scaffold_7" "5.21231" "conserved" "conserved" "9" "171" "10" "1.65053547657462e-05" "3" "1" "0" "0" "0" "87" "0" "0" "0" "0.335567"
"scaffold_7.121" "scaffold_7" "5.3123075" "conserved" "conserved" "8" "217" "5" "1.65053547657462e-05" "0" "0" "0" "0" "0" "111" "0" "0" "0" "0.315649"
"scaffold_7.122" "scaffold_7" "5.4123045" "conserved" "conserved" "10" "139" "10" "3.90645194908751e-06" "1" "1" "0" "1" "0" "77" "0" "0" "0" "0.34309"
"scaffold_7.123" "scaffold_7" "5.512302" "conserved" "conserved" "4" "128" "11" "1.88458144805629e-05" "2" "2" "0" "2" "0" "54" "0" "0" "0" "0.345817"
"scaffold_7.124" "scaffold_7" "5.6122995" "conserved" "conserved" "3" "121" "7" "1.88458144805629e-05" "1" "1" "0" "0" "0" "70" "0" "2" "2" "0.34259"
"scaffold_7.125" "scaffold_7" "5.712297" "conserved" "conserved" "9" "217" "14" "1.88458144805629e-05" "2" "1" "1" "0" "0" "121" "0" "0" "0" "0.331377"
"scaffold_7.126" "scaffold_7" "5.8122945" "conserved" "conserved" "9" "178" "13" "1.88458144805629e-05" "7" "2" "1" "1" "0" "101" "0" "0" "0" "0.33428"
"scaffold_7.127" "scaffold_7" "5.912292" "conserved" "conserved" "12" "161" "3" "1.88458144805629e-05" "0" "0" "0" "0" "0" "92" "0" "0" "0" "0.340697"
"scaffold_7.128" "scaffold_7" "6.0122895" "conserved" "conserved" "13" "165" "2" "1.88458144805629e-05" "0" "0" "0" "1" "0" "109" "1" "0" "0" "0.33842"
"scaffold_7.129" "scaffold_7" "6.1122865" "conserved" "conserved" "9" "192" "6" "3.05428752825984e-05" "0" "0" "0" "1" "0" "107" "0" "0" "0" "0.32974"
"scaffold_7.130" "scaffold_7" "6.212284" "conserved" "conserved" "13" "145" "5" "3.43495578421176e-05" "0" "0" "0" "1" "0" "84" "0" "0" "0" "0.354817"
"scaffold_7.131" "scaffold_7" "6.3122815" "conserved" "conserved" "6" "218" "4" "2.98336232918254e-05" "0" "0" "0" "0" "0" "129" "0" "0" "0" "0.32394"
"scaffold_7.132" "scaffold_7" "6.412279" "conserved" "conserved" "8" "159" "14" "7.00721743382977e-10" "9" "2" "0" "0" "0" "99" "0" "0" "0" "0.348897"
"scaffold_7.133" "scaffold_7" "6.5122765" "conserved" "conserved" "16" "151" "12" "1.33994563359338e-09" "5" "2" "0" "2" "0" "74" "0" "0" "0" "0.350421"
"scaffold_7.134" "scaffold_7" "6.612274" "conserved" "conserved" "12" "157" "9" "5.1202433351413e-06" "3" "0" "1" "0" "1" "84" "0" "0" "0" "0.348547"
"scaffold_7.135" "scaffold_7" "6.7122715" "conserved" "conserved" "7" "128" "24" "5.56968469044897e-06" "9" "1" "2" "0" "2" "59" "0" "0" "0" "0.383451"
"scaffold_8" "scaffold_8" "5.9926365" "rearranged" "conserved" "9" "98" "27" NA "9" "1" "6" "0" "0" "45" "0" "0" "0" "0.393049"
"scaffold_8.1" "scaffold_8" "5.9186715" "rearranged" "conserved" "2" "62" "10" NA "1" "0" "1" "1" "0" "31" "0" "0" "0" "0.339647"
"scaffold_8.2" "scaffold_8" "5.818674" "rearranged" "conserved" "2" "95" "4" NA "0" "0" "0" "1" "0" "51" "0" "2" "0" "0.33229"
"scaffold_8.3" "scaffold_8" "5.7186765" "rearranged" "conserved" "12" "217" "12" NA "2" "2" "0" "0" "0" "79" "0" "0" "0" "0.358647"
"scaffold_8.4" "scaffold_8" "5.618679" "rearranged" "conserved" "18" "228" "14" NA "7" "2" "0" "0" "0" "56" "0" "0" "0" "0.35006"
"scaffold_8.5" "scaffold_8" "5.5186815" "rearranged" "conserved" "13" "195" "8" "6.68106605470244e-07" "1" "1" "0" "0" "0" "86" "0" "0" "0" "0.328887"
"scaffold_8.6" "scaffold_8" "5.418684" "rearranged" "conserved" "12" "198" "8" "3.70569595875639e-06" "0" "0" "0" "0" "0" "98" "0" "0" "0" "0.32997"
"scaffold_8.7" "scaffold_8" "5.318687" "rearranged" "conserved" "10" "179" "8" "3.70569595875639e-06" "1" "0" "1" "1" "0" "85" "0" "0" "0" "0.33815"
"scaffold_8.8" "scaffold_8" "5.2186895" "rearranged" "conserved" "11" "151" "15" "3.70569595875639e-06" "3" "2" "1" "0" "0" "76" "0" "0" "0" "0.332467"
"scaffold_8.9" "scaffold_8" "5.118692" "rearranged" "conserved" "12" "206" "3" "3.70569595875639e-06" "0" "0" "0" "1" "0" "111" "0" "0" "0" "0.3246"
"scaffold_8.10" "scaffold_8" "5.0186945" "rearranged" "conserved" "2" "213" "26" "3.70569595875639e-06" "12" "3" "1" "0" "0" "115" "0" "0" "0" "0.350627"
"scaffold_8.11" "scaffold_8" "4.918697" "rearranged" "conserved" "5" "224" "10" "5.88609991421146e-06" "5" "1" "2" "0" "0" "134" "0" "0" "0" "0.31841"
"scaffold_8.12" "scaffold_8" "4.8186995" "rearranged" "conserved" "7" "173" "11" "9.53783332623122e-06" "6" "1" "0" "0" "1" "85" "0" "1" "1" "0.334977"
"scaffold_8.13" "scaffold_8" "4.718702" "rearranged" "conserved" "11" "127" "10" "9.53783332623122e-06" "3" "3" "0" "0" "0" "63" "0" "0" "0" "0.3327"
"scaffold_8.14" "scaffold_8" "4.618705" "rearranged" "conserved" "8" "81" "34" "9.53783332623122e-06" "7" "7" "0" "0" "0" "22" "0" "0" "0" "0.34475"
"scaffold_8.15" "scaffold_8" "4.5187075" "rearranged" "conserved" "12" "98" "22" "9.53783332623122e-06" "5" "5" "0" "0" "0" "37" "0" "0" "0" "0.339217"
"scaffold_8.16" "scaffold_8" "4.41871" "rearranged" "conserved" "4" "118" "23" "9.53783332623122e-06" "5" "4" "1" "0" "0" "42" "0" "0" "0" "0.34012"
"scaffold_8.17" "scaffold_8" "4.3187125" "rearranged" "conserved" "6" "201" "10" "9.53783332623122e-06" "3" "1" "0" "0" "0" "99" "0" "0" "0" "0.330147"
"scaffold_8.18" "scaffold_8" "4.218715" "rearranged" "conserved" "9" "186" "7" "9.53783332623122e-06" "1" "1" "0" "0" "0" "97" "0" "0" "0" "0.33111"
"scaffold_8.19" "scaffold_8" "4.1187175" "rearranged" "conserved" "13" "217" "19" "9.53783332623122e-06" "16" "3" "0" "0" "0" "120" "0" "0" "0" "0.336237"
"scaffold_8.20" "scaffold_8" "4.01872" "rearranged" "conserved" "11" "231" "1" "9.53783332623122e-06" "0" "0" "0" "0" "0" "117" "0" "0" "0" "0.31876"
"scaffold_8.21" "scaffold_8" "3.918723" "rearranged" "conserved" "8" "189" "33" "9.53783332623122e-06" "3" "3" "0" "0" "0" "96" "0" "0" "0" "0.34158"
"scaffold_8.22" "scaffold_8" "3.8187255" "rearranged" "conserved" "6" "152" "18" "9.53783332623122e-06" "2" "2" "0" "0" "0" "80" "0" "1" "1" "0.341267"
"scaffold_8.23" "scaffold_8" "3.718728" "rearranged" "conserved" "8" "108" "46" "9.53783332623122e-06" "20" "6" "4" "0" "0" "40" "0" "0" "0" "0.378771"
"scaffold_8.24" "scaffold_8" "3.6187305" "rearranged" "conserved" "7" "103" "41" "9.53783332623122e-06" "20" "5" "5" "0" "0" "44" "0" "0" "0" "0.373037"
"scaffold_8.25" "scaffold_8" "3.518733" "rearranged" "conserved" "4" "156" "26" "9.53783332623122e-06" "14" "3" "2" "0" "0" "85" "0" "0" "0" "0.33706"
"scaffold_8.26" "scaffold_8" "3.418736" "rearranged" "conserved" "5" "121" "11" "9.53783332623122e-06" "7" "1" "1" "0" "0" "57" "0" "0" "0" "0.32409"
"scaffold_8.27" "scaffold_8" "3.3187385" "rearranged" "conserved" "8" "222" "2" "9.53783332623122e-06" "0" "0" "0" "0" "0" "108" "0" "0" "0" "0.311706"
"scaffold_8.28" "scaffold_8" "3.218741" "rearranged" "conserved" "11" "222" "2" "9.53783332623122e-06" "0" "0" "0" "0" "0" "131" "0" "0" "0" "0.32393"
"scaffold_8.29" "scaffold_8" "3.1187435" "rearranged" "conserved" "9" "181" "13" "9.53783332623122e-06" "7" "1" "1" "0" "0" "93" "0" "0" "0" "0.337197"
"scaffold_8.30" "scaffold_8" "3.018746" "rearranged" "conserved" "8" "139" "7" "9.53783332623122e-06" "4" "1" "0" "0" "0" "73" "0" "0" "0" "0.31812"
"scaffold_8.31" "scaffold_8" "2.9187485" "rearranged" "conserved" "7" "220" "3" "9.53783332623122e-06" "0" "0" "0" "0" "0" "130" "0" "0" "0" "0.322676"
"scaffold_8.32" "scaffold_8" "2.818751" "rearranged" "conserved" "11" "163" "9" "9.53783332623122e-06" "7" "2" "0" "0" "0" "83" "0" "0" "0" "0.33322"
"scaffold_8.33" "scaffold_8" "2.718754" "rearranged" "conserved" "12" "178" "3" "1.87000680078221e-05" "0" "0" "0" "0" "0" "100" "0" "0" "0" "0.31646"
"scaffold_8.34" "scaffold_8" "2.6187565" "rearranged" "conserved" "12" "200" "26" "1.58494844065054e-05" "9" "4" "0" "0" "0" "96" "0" "0" "0" "0.344737"
"scaffold_8.35" "scaffold_8" "2.518759" "rearranged" "conserved" "7" "139" "11" "2.32593037588715e-05" "3" "2" "1" "0" "0" "78" "0" "2" "1" "0.364251"
"scaffold_8.36" "scaffold_8" "2.4187615" "rearranged" "conserved" "7" "205" "9" "2.32593037588715e-05" "0" "0" "0" "0" "0" "108" "0" "0" "0" "0.330067"
"scaffold_8.37" "scaffold_8" "2.318764" "rearranged" "conserved" "12" "179" "25" "2.32593037588715e-05" "12" "2" "0" "0" "0" "86" "0" "0" "0" "0.352691"
"scaffold_8.38" "scaffold_8" "2.2187665" "rearranged" "conserved" "12" "143" "14" "2.32593037588715e-05" "2" "1" "1" "1" "0" "62" "0" "0" "0" "0.361427"
"scaffold_8.39" "scaffold_8" "2.118769" "rearranged" "conserved" "14" "183" "1" "2.32593037588715e-05" "0" "0" "0" "0" "0" "72" "0" "0" "0" "0.34649"
"scaffold_8.40" "scaffold_8" "2.018772" "rearranged" "conserved" "7" "214" "10" "2.32593037588715e-05" "3" "1" "0" "1" "0" "102" "0" "0" "0" "0.33245"
"scaffold_8.41" "scaffold_8" "1.9187745" "rearranged" "conserved" "13" "137" "6" "2.32593037588715e-05" "1" "0" "1" "1" "0" "55" "0" "0" "0" "0.358857"
"scaffold_8.42" "scaffold_8" "1.818777" "rearranged" "conserved" "9" "148" "18" "9.10420577931877e-05" "5" "3" "0" "0" "0" "79" "0" "0" "0" "0.352671"
"scaffold_8.43" "scaffold_8" "1.7187795" "rearranged" "conserved" "16" "144" "3" "9.20531548500564e-06" "0" "0" "0" "1" "0" "64" "0" "0" "0" "0.345527"
"scaffold_8.44" "scaffold_8" "1.618782" "rearranged" "conserved" "5" "119" "12" "9.20531548500564e-06" "1" "1" "0" "0" "1" "64" "0" "2" "2" "0.34644"
"scaffold_8.45" "scaffold_8" "1.5187845" "rearranged" "conserved" "10" "128" "17" "5.59124916880137e-05" "5" "1" "1" "0" "0" "64" "0" "0" "0" "0.351867"
"scaffold_8.46" "scaffold_8" "1.418787" "rearranged" "conserved" "11" "182" "6" "5.12674717129244e-05" "0" "0" "0" "0" "0" "102" "0" "0" "0" "0.34393"
"scaffold_8.47" "scaffold_8" "1.31879" "rearranged" "conserved" "8" "227" "6" "3.90347199150794e-05" "0" "0" "0" "0" "2" "112" "0" "0" "0" "0.32546"
"scaffold_8.48" "scaffold_8" "1.2187925" "rearranged" "conserved" "11" "163" "15" "9.35820949346377e-05" "8" "2" "0" "1" "1" "90" "0" "0" "0" "0.349567"
"scaffold_8.49" "scaffold_8" "1.118795" "rearranged" "conserved" "11" "156" "10" "3.57674154435975e-05" "2" "2" "0" "0" "0" "85" "0" "0" "0" "0.34159"
"scaffold_8.50" "scaffold_8" "1.0187975" "rearranged" "conserved" "7" "196" "14" "6.81281569394828e-06" "4" "1" "0" "0" "0" "108" "0" "0" "0" "0.323946"
"scaffold_8.51" "scaffold_8" "0.9188" "rearranged" "conserved" "7" "168" "12" "6.81281569394828e-06" "9" "2" "0" "1" "0" "90" "0" "0" "0" "0.33737"
"scaffold_8.52" "scaffold_8" "0.8188025" "rearranged" "conserved" "10" "192" "5" "6.81281569394828e-06" "0" "0" "0" "0" "0" "100" "0" "0" "0" "0.326137"
"scaffold_8.53" "scaffold_8" "0.718805" "rearranged" "conserved" "11" "191" "2" "6.81281569394828e-06" "0" "0" "0" "0" "0" "103" "0" "0" "0" "0.3406"
"scaffold_8.54" "scaffold_8" "0.618808" "rearranged" "conserved" "5" "234" "1" "6.81281569394828e-06" "0" "0" "0" "0" "0" "153" "0" "0" "0" "0.312019"
"scaffold_8.55" "scaffold_8" "0.5188105" "rearranged" "conserved" "9" "186" "4" "9.99575910703278e-05" "1" "1" "0" "0" "0" "107" "2" "0" "0" "0.325256"
"scaffold_8.56" "scaffold_8" "0.418813" "rearranged" "conserved" "11" "223" "6" "3.26937348989877e-10" "0" "0" "0" "0" "0" "136" "0" "0" "0" "0.32396"
"scaffold_8.57" "scaffold_8" "0.3188155" "rearranged" "conserved" "6" "195" "1" "3.26937348989877e-10" "0" "0" "0" "0" "0" "117" "0" "0" "0" "0.343457"
"scaffold_8.58" "scaffold_8" "0.218818" "rearranged" "conserved" "8" "161" "11" "5.77412229742437e-05" "4" "1" "1" "2" "0" "80" "0" "0" "0" "0.356071"
"scaffold_8.59" "scaffold_8" "0.1188205" "rearranged" "conserved" "5" "218" "4" "2.96314563856647e-05" "0" "0" "0" "0" "0" "120" "0" "0" "0" "0.335967"
"scaffold_8.60" "scaffold_8" "0.018823" "rearranged" "conserved" "9" "183" "7" "2.96314563856647e-05" "0" "0" "0" "1" "1" "99" "0" "0" "0" "0.33332"
"scaffold_8.61" "scaffold_8" "0.081174" "rearranged" "conserved" "5" "227" "2" "0.000104247463291889" "0" "0" "0" "0" "0" "158" "0" "0" "0" "0.32291"
"scaffold_8.62" "scaffold_8" "0.1811715" "rearranged" "conserved" "4" "258" "4" "3.18693082237491e-05" "0" "0" "0" "1" "0" "149" "0" "0" "0" "0.317336"
"scaffold_8.63" "scaffold_8" "0.281169" "rearranged" "conserved" "3" "230" "5" "3.18693082237491e-05" "0" "0" "0" "1" "0" "141" "2" "0" "0" "0.308929"
"scaffold_8.64" "scaffold_8" "0.3811665" "rearranged" "conserved" "5" "174" "8" "3.18693082237491e-05" "0" "0" "0" "2" "0" "79" "0" "0" "0" "0.338527"
"scaffold_8.65" "scaffold_8" "0.481164" "rearranged" "conserved" "4" "193" "18" "2.40705977033763e-05" "3" "2" "1" "1" "0" "103" "0" "0" "0" "0.34326"
"scaffold_8.66" "scaffold_8" "0.5811615" "rearranged" "conserved" "4" "127" "7" "7.51314800887938e-10" "1" "1" "0" "2" "0" "73" "0" "2" "2" "0.343457"
"scaffold_8.67" "scaffold_8" "0.681159" "rearranged" "conserved" "5" "183" "18" "2.51800287720902e-06" "18" "3" "0" "0" "0" "100" "0" "0" "0" "0.33334"
"scaffold_8.68" "scaffold_8" "0.781156" "rearranged" "conserved" "2" "194" "10" "2.75573517404263e-06" "0" "0" "0" "1" "0" "124" "0" "0" "0" "0.33035"
"scaffold_8.69" "scaffold_8" "0.8811535" "rearranged" "conserved" "9" "127" "8" "2.75573517404263e-06" "1" "1" "0" "0" "0" "64" "0" "0" "0" "0.352577"
"scaffold_8.70" "scaffold_8" "0.981151" "rearranged" "conserved" "4" "189" "6" "2.75573517404263e-06" "0" "0" "0" "2" "0" "114" "0" "0" "0" "0.31905"
"scaffold_8.71" "scaffold_8" "1.0811485" "rearranged" "conserved" "7" "185" "7" "2.75573517404263e-06" "0" "0" "0" "0" "0" "116" "0" "0" "0" "0.332857"
"scaffold_8.72" "scaffold_8" "1.181146" "rearranged" "conserved" "9" "241" "6" "3.74752817827653e-06" "0" "0" "0" "0" "0" "157" "0" "0" "0" "0.31763"
"scaffold_8.73" "scaffold_8" "1.281143" "rearranged" "conserved" "9" "219" "9" "1.82078706316671e-05" "3" "1" "0" "0" "1" "146" "0" "0" "0" "0.3173"
"scaffold_8.74" "scaffold_8" "1.3811405" "rearranged" "conserved" "2" "161" "4" "1.82078706316671e-05" "0" "0" "0" "2" "0" "92" "0" "2" "2" "0.331667"
"scaffold_8.75" "scaffold_8" "1.481138" "rearranged" "conserved" "5" "191" "8" "1.82078706316671e-05" "1" "1" "0" "0" "0" "109" "0" "0" "0" "0.32749"
"scaffold_8.76" "scaffold_8" "1.5811355" "rearranged" "conserved" "7" "148" "11" "1.82078706316671e-05" "3" "2" "0" "1" "0" "80" "1" "0" "0" "0.345987"
"scaffold_8.77" "scaffold_8" "1.681133" "rearranged" "conserved" "11" "137" "22" "1.07578190744542e-05" "9" "2" "1" "0" "1" "64" "0" "0" "0" "0.366601"
"scaffold_8.78" "scaffold_8" "1.7811305" "rearranged" "conserved" "14" "128" "9" "1.0455528769875e-05" "1" "0" "1" "1" "0" "66" "0" "0" "0" "0.353287"
"scaffold_8.79" "scaffold_8" "1.881128" "rearranged" "conserved" "10" "209" "8" "1.49613626417061e-05" "1" "1" "0" "1" "0" "133" "0" "0" "0" "0.33196"
"scaffold_8.80" "scaffold_8" "1.981125" "rearranged" "conserved" "5" "236" "7" "1.49613626417061e-05" "0" "0" "0" "0" "0" "149" "0" "0" "0" "0.31894"
"scaffold_8.81" "scaffold_8" "2.0811225" "rearranged" "conserved" "10" "193" "9" "1.49613626417061e-05" "0" "0" "0" "0" "0" "113" "0" "0" "0" "0.322956"
"scaffold_8.82" "scaffold_8" "2.18112" "rearranged" "conserved" "9" "168" "14" "1.49613626417061e-05" "1" "1" "0" "1" "2" "79" "1" "0" "0" "0.33701"
"scaffold_8.83" "scaffold_8" "2.2811175" "rearranged" "conserved" "10" "178" "9" "1.49613626417061e-05" "5" "1" "0" "0" "0" "89" "0" "0" "0" "0.327937"
"scaffold_8.84" "scaffold_8" "2.381115" "rearranged" "conserved" "10" "169" "9" "1.49613626417061e-05" "3" "1" "0" "1" "0" "108" "0" "0" "0" "0.3423"
"scaffold_8.85" "scaffold_8" "2.4811125" "rearranged" "conserved" "6" "211" "1" "1.61983928487489e-05" "0" "0" "0" "0" "0" "125" "0" "0" "0" "0.312906"
"scaffold_8.86" "scaffold_8" "2.58111" "rearranged" "conserved" "8" "173" "9" "1.81852582895983e-05" "6" "1" "0" "0" "0" "103" "0" "0" "0" "0.32749"
"scaffold_8.87" "scaffold_8" "2.681107" "rearranged" "conserved" "8" "159" "13" "1.81852582895983e-05" "8" "3" "0" "1" "0" "85" "0" "0" "0" "0.34803"
"scaffold_8.88" "scaffold_8" "2.7811045" "rearranged" "conserved" "13" "128" "12" "1.81852582895983e-05" "1" "1" "0" "1" "0" "62" "0" "0" "0" "0.347187"
"scaffold_8.89" "scaffold_8" "2.881102" "rearranged" "rearranged" "12" "160" "12" "1.81852582895983e-05" "0" "0" "0" "0" "2" "86" "0" "0" "0" "0.33701"
"scaffold_8.90" "scaffold_8" "2.9810995" "rearranged" "conserved" "15" "155" "4" "1.81852582895983e-05" "0" "0" "0" "0" "0" "81" "0" "0" "0" "0.333357"
"scaffold_8.91" "scaffold_8" "3.081097" "rearranged" "conserved" "12" "181" "0" "1.81852582895983e-05" "0" "0" "0" "0" "0" "117" "0" "0" "0" "0.32489"
